Recipient Primary Major,Recipient Secondary Majors,Recipient Graduation Date,Recipient Education Level,Recipient Primary College,Recipient Gender,Recipient Ethnicity,Recipient Visa Status,Recipient Veteran Status,Recipient First Generation,Recipient Athlete Status,Recipient Hometown,Recipient Graduation Group Name,Response Primary Major,Response Secondary Majors,Response Education Level,Response Graduation Date,Response Primary College,Response Status,Response Date,Outcome,Employer Name,Employer Industry,Employment Category,Employment Type,Job Function,Job Position,Found through Handshake,Employed During Education,Internship,Continuing Education School,Continuing Education Level,Continuing Education Major,Is Fellowship?,Fellowship Name,Military Branch,Military Rank,Specialization,Still Looking Option,Not Seeking Option,Location,Offer Date,Accept Date,Start Date,Annual Salary,Pay Schedule,Bonus Amount,Other Compensation,Authorized to work in US?,Knowledge Response?,Knowledge Source,How many additional offers did you receive?,In how many different positions will you be employed?,Which of the following best describes your primary position?,Which of the following best describes your view of your primary position?,How related is this position to your degree? ,Which of the following helped you find and/or obtain this position?  (Please select ALL that apply),How many additional organizations did you volunteer with during your time at Belmont?,Did you look for full time employment before deciding to go to graduate school?,Indicate how the university you will be/are attending ranks in regard to your choice:,What type of degree or continue education credit do you plan on earning?,Which of the following best describes this position?,What types of opportunities are you looking for?,How many times did you use the services or resources of your career development office?,How many times did you use the services or resources of your career development office?,"While studying for your degree, did you do any of the following? (Please select ALL that apply)",How likely would you recommend using the services and resources available through your Career Development office to a future student?
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 22:07:45 UTC,Working,Baton Rouge General Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Baton Rouge, Louisiana, United States of America",,,6/3/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-12 21:08:36 UTC,Working,Baylor Scott & White Health,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Dallas, Texas, United States of America",,,6/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-20 15:53:41 UTC,Working,Children's of Alabama,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Birmingham, Alabama, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 22:00:30 UTC,Working,Cincinnati Children's Hospital Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Cincinnati, Ohio, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,5
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Other,RN,,,Yes,,,,,,,,,,,"Dallas, Texas, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,CCU Nurse,,,,,,,,,,,,,,"Hermitage, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 22:12:09 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/15/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-20 16:14:24 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/15/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-20 16:10:01 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/30/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-20 15:59:03 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/15/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 21:40:51 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,4/18/2019,7/1/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 21:54:46 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 22:09:15 UTC,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Healthcare Services,Psychiatric Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,TRUE,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Full-Time,,,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,HCA Healthcare,Healthcare,Organization,Full-Time,Other,employed,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Doctorate,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Doctorate,5/1/2019,,submitted,2019-12-06 22:21:22 UTC,Working,Kadler Regional Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Advanced Nurse Practitioner,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-12 21:22:25 UTC,Working,MDVIP,Healthcare,Organization,Full-Time,Healthcare Services,Clinical Assistant,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,5/1/2019,,,,,,Yes,LinkedIn,,Only 1 position,New position and a new employer / organization since graduation,This is a transitional or temporary position that I've taken while I seek a job that is more in line with what I'd like to do,4,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 16:31:28 UTC,Working,Monroe Carell Jr. Children's Hospital at Vanderbilt,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 21:16:42 UTC,Working,Monroe Carell Jr. Children's Hospital at Vanderbilt,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-25 22:05:52 UTC,Working,Northwestern Medicine,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Chicago, Illinois, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Doctorate,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Doctorate,5/1/2019,,submitted,2019-12-06 22:18:13 UTC,Working,Primary Healthcare Group Inc.,Healthcare,Organization,Full-Time,Healthcare Services,Advanced Nurse Practitioner,,,,,,,,,,,,,,"Lafayette, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 22:22:33 UTC,Working,Spectrum Health,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Grand Rapids, Michigan, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 21:47:57 UTC,Working,UAB Medicine,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Birmingham, Alabama, United States of America",,,7/15/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,UCHealth,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Colorado Springs, Colorado, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,in_progress,,Working,Vanderbilt University,Higher Education,Organization,Full-Time,Healthcare Services,Registered nurse ,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,,Survey Response,,,,,,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 20:44:34 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-20 16:05:53 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 22:26:03 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 21:00:19 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/22/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 16:22:55 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 16:25:53 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 15:45:42 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 16:28:09 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-12 20:47:28 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,7/1/2019,,,,,,Yes,LinkedIn,0,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-14 19:30:26 UTC,Working,Vanderbilt University Medical Center,Healthcare,Organization,Full-Time,,Care Partner ,,Yes,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,,,,,,,Yes,Survey Response,,,,,,,,,,,,,,,Voluntary work (not for convocation credit),
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-19 21:34:01 UTC,Working,Washington University School of Medicine - St. Louis Children's Hospital,Healthcare,Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Nashville, Tennessee, United States of America",,,6/3/2019,,,,,,Yes,Facebook,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
Nursing,,5/1/2019,Bachelors,College of Health Sciences,,,U.S. Citizen,,,,,,Nursing,,Bachelors,5/1/2019,,submitted,2019-11-27 16:43:05 UTC,Working,Wright Patterson AFB,"Government - Local, State & Federal",Organization,Full-Time,Healthcare Services,Registered Nurse,,,,,,,,,,,,,,"Wright Patterson AFB, Ohio, United States of America",,,,,,,,,Yes,Faculty,,Only 1 position,New position and a new employer / organization since graduation,This is a professional position that aligns with my short term career goals,5,,,,,,,,,,,
